"","id","sector","cluster","measure","validated","phase","phase_category","gap","risk","ownership"
"11","sp_3","spatial planning","ongoing growth in spatial risk exposure through progressing land take, urban sprawl, and soil sealing due to expansion of settlement areas and dispersed settlement development","Adjustment of financial instruments with steering effects on land use and soils: # incentivicing soil-saving municipal policies by re-designing the fiscal transfer scheme between territorial authorities ('finanzausgleich'); # re-adjusting soil-related fees and taxes to support economical, soil-efficient land use (e.g., property tax, infrastructure development fees); # introducing new fiscal policies with steering effects against urban sprawl and land consumption, e.g. Fees for new zoning of building land (compensating for increase in property value), fees for secondary homes and building vacancies, soil sealing fees; # re-designing subsidies to support soil-saving, e.g. By integrating financial incentives for retrofitting of buildings and brownfield recycling into housing construction subsidy schemes; staggering housing construction subsidies according to building densities, sealing degrees, and centrality of locations; funding for strengthening and revitalizing city centres.",0,"Prevention: non-structural","non-structural","resources, capacity & implementation","multi-hazard, multi-risk","multi-level, cross-level, co-owned"
"12","sp_4","spatial planning","ongoing growth in spatial risk exposure through progressing land take, urban sprawl, and soil sealing due to expansion of settlement areas and dispersed settlement development","Splintered settlement patterns with frayed outer boundaries are more difficult and more costly to protect against natural hazards and forest fires. In particular (future) risk of forest fires and wildfires are up to now hardly considered in settlement planning (local spatial development concept, zoning plan). Shaping compact settlements with clear outer boundaries is beneficial for cost-effective technical protection, and a less interlocked wildland-urban-interface reduces forest fire risk and facilitates forest fire control.",0,"Prevention: non-structural","non-structural","policy design & planning","forest fire, wildfire","local & regional"
"13","sp_4","spatial planning","ongoing growth in spatial risk exposure through progressing land take, urban sprawl, and soil sealing due to expansion of settlement areas and dispersed settlement development","Splintered settlement patterns with frayed outer boundaries are more difficult and more costly to protect against natural hazards and forest fires. In particular (future) risk of forest fires and wildfires are up to now hardly considered in settlement planning (local spatial development concept, zoning plan). Shaping compact settlements with clear outer boundaries is beneficial for cost-effective technical protection, and a less interlocked wildland-urban-interface reduces forest fire risk and facilitates forest fire control.",0,"Prevention: non-structural","non-structural","effectiveness & efficiency","forest fire, wildfire","local & regional"
"14","sp_4","spatial planning","ongoing growth in spatial risk exposure through progressing land take, urban sprawl, and soil sealing due to expansion of settlement areas and dispersed settlement development","Splintered settlement patterns with frayed outer boundaries are more difficult and more costly to protect against natural hazards and forest fires. In particular (future) risk of forest fires and wildfires are up to now hardly considered in settlement planning (local spatial development concept, zoning plan). Shaping compact settlements with clear outer boundaries is beneficial for cost-effective technical protection, and a less interlocked wildland-urban-interface reduces forest fire risk and facilitates forest fire control.",0,"Prevention: non-structural","non-structural","awareness & recognition","forest fire, wildfire","local & regional"
"15","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","floods: riverine, fluvial","national & subnational"
"16","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","flooding: pluvial","national & subnational"
"17","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: non-structural","non-structural","awareness & recognition","floods: riverine, fluvial","national & subnational"
"18","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: non-structural","non-structural","awareness & recognition","flooding: pluvial","national & subnational"
"19","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: structural","structural","knowledge, data & evidence","floods: riverine, fluvial","national & subnational"
"20","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: structural","structural","knowledge, data & evidence","flooding: pluvial","national & subnational"
"21","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: structural","structural","awareness & recognition","floods: riverine, fluvial","national & subnational"
"22","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Prevention: structural","structural","awareness & recognition","flooding: pluvial","national & subnational"
"23","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Preparedness: tools","tools","knowledge, data & evidence","floods: riverine, fluvial","national & subnational"
"24","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Preparedness: tools","tools","knowledge, data & evidence","flooding: pluvial","national & subnational"
"25","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Preparedness: tools","tools","awareness & recognition","floods: riverine, fluvial","national & subnational"
"26","sp_5","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lack of residual risk information for spatial planning and property owners: provision of technical basic information about areas exposed to residual risk (e.g. Floods with 300-year return intervals, or beyond) to spatial planning authorities, municipalities, planners and property owners; mandatory display and visualisation of residual risk information in spatial plans and maps, in particular at local level; public access to residual risk information to promote individual, private risk reduction measures.",0,"Preparedness: tools","tools","awareness & recognition","flooding: pluvial","national & subnational"
"27","sp_6","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lacking or insufficient provisions related to residual risk areas in planning-related legislation: integration of residual risk in planning laws and building regulations, by anchoring residual risk areas plus associated restrictions for zoning of building land and for construction of buildings in legislation",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"28","sp_6","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lacking or insufficient provisions related to residual risk areas in planning-related legislation: integration of residual risk in planning laws and building regulations, by anchoring residual risk areas plus associated restrictions for zoning of building land and for construction of buildings in legislation",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"29","sp_6","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Lacking or insufficient provisions related to residual risk areas in planning-related legislation: integration of residual risk in planning laws and building regulations, by anchoring residual risk areas plus associated restrictions for zoning of building land and for construction of buildings in legislation",0,"Prevention: non-structural","non-structural","awareness & recognition","multi-hazard, multi-risk","national & subnational"
"30","sp_7","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Introducing risk-differentiated, staggered restrictions for zoning of building land and building permits in residual risk areas, including zoning prohibitions for hazard-sensitive and intense land uses with substantial damage potential",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","local & regional"
"31","sp_7","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Introducing risk-differentiated, staggered restrictions for zoning of building land and building permits in residual risk areas, including zoning prohibitions for hazard-sensitive and intense land uses with substantial damage potential",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","local & regional"
"32","sp_8","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Maladaptive practice of suspending hazard maps and their restrictive effects on zoning of building land after protection structures have been implemented, leading to exponential growth of residual risk exposure due to settlement development in 'former' hazard zones and causing unexpectedly high damage and loss in cases of overload or failure (‘building land revision dilemma’, ‘protection-building-spiral’, ex-post maladaptation): hazard zone maps and building prohibitions for formerly red hazard zones need to be maintained to avoid irreversible vulnerability lock-ins and inevitably high damage and loss when technical protection limits are exceeded.",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","local & regional"
"33","sp_8","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Maladaptive practice of suspending hazard maps and their restrictive effects on zoning of building land after protection structures have been implemented, leading to exponential growth of residual risk exposure due to settlement development in 'former' hazard zones and causing unexpectedly high damage and loss in cases of overload or failure (‘building land revision dilemma’, ‘protection-building-spiral’, ex-post maladaptation): hazard zone maps and building prohibitions for formerly red hazard zones need to be maintained to avoid irreversible vulnerability lock-ins and inevitably high damage and loss when technical protection limits are exceeded.",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","local & regional"
"34","sp_9","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Developing and implementing legal requirements for flood-/hazard-proof building design in residual risk zones (building development plan, building law)",0,"Prevention: structural","structural","legislative & regulatory","floods: riverine, fluvial","national & subnational"
"35","sp_9","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Developing and implementing legal requirements for flood-/hazard-proof building design in residual risk zones (building development plan, building law)",0,"Prevention: structural","structural","legislative & regulatory","flooding: pluvial","national & subnational"
"36","sp_9","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Developing and implementing legal requirements for flood-/hazard-proof building design in residual risk zones (building development plan, building law)",0,"Prevention: structural","structural","policy design & planning","floods: riverine, fluvial","national & subnational"
"37","sp_9","spatial planning","missing approaches and provisions for dealing in a responsible, preventive way with residual risk in spatial planning and in building regulations","Developing and implementing legal requirements for flood-/hazard-proof building design in residual risk zones (building development plan, building law)",0,"Prevention: structural","structural","policy design & planning","flooding: pluvial","national & subnational"
"38","sp_10","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Moving from hazard-oriented to risk-based spatial planning. Strengthening risk-based approaches in spatial planning requires that i) spatially relevant risk assessments are provided as technical information basis for planning, and ii) that, beyond hazard exposure, different degrees of vulnerability of planned and existing land uses are considered in planning decisions.",0,"Prevention: non-structural","non-structural","knowledge, data & evidence","multi-hazard, multi-risk","national & subnational"
"39","sp_10","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Moving from hazard-oriented to risk-based spatial planning. Strengthening risk-based approaches in spatial planning requires that i) spatially relevant risk assessments are provided as technical information basis for planning, and ii) that, beyond hazard exposure, different degrees of vulnerability of planned and existing land uses are considered in planning decisions.",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"40","sp_11","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Adoption of risk reduction and climate change adaptation as goals in spatial planning laws; defining risk as a planning principle in regulations",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"41","sp_12","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Defining risk-based and risk-differentiated protection goals and safety levels in spatial planning for different forms of land use, according to their different damage potentials, vulnerabilities and exposure to hazards",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"42","sp_12","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Defining risk-based and risk-differentiated protection goals and safety levels in spatial planning for different forms of land use, according to their different damage potentials, vulnerabilities and exposure to hazards",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"43","sp_13","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Developing and applying risk-oriented criteria for zoning decisions and building design (zoning plan, building development plan), e.g. Based on risk zones, to allow steering of land use intensities according to damage potential, vulnerability and exposure",0,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","local & regional"
"44","sp_13","spatial planning","lack of risk-oriented approaches in spatial planning and land use planning","Developing and applying risk-oriented criteria for zoning decisions and building design (zoning plan, building development plan), e.g. Based on risk zones, to allow steering of land use intensities according to damage potential, vulnerability and exposure",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","local & regional"
"45","sp_14","spatial planning","regulations for dealing with designated, but undeveloped building land and existing buildings in hazard zones and residual risk zones","Tryping to keep overlapping areas of hazard zones and settlements as low as possible is an established guiding principle of spatial planning. However, past planning decisions, the absence of hazard maps in the past, and changing frequencies and magnitudes of hazard events have created situations where considerable amounts of zoned building land, existing buildings and infrastructure are located in areas exposed to risk. Due to climate-driven expansion of many hazard zones, the volume of exposed building land and objects is bound to grow further. The options for spatial planning to intervene with adaptation and risk reduction measures in already existing zonings and building structures are limited, because it would affect valid rights of property owners and property values. Provisions for dealing in a preventive way with risk-exposed stocks of buildings and zoned, but yet undeveloped building land are still largely missing. There is a need for addressing this gap in spatial planning legislation and instruments, in particular as regards building laws, and for providing guidelines for how to mitigate risks to existing settlement areas.",1,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","national & subnational"
"46","sp_14","spatial planning","regulations for dealing with designated, but undeveloped building land and existing buildings in hazard zones and residual risk zones","Tryping to keep overlapping areas of hazard zones and settlements as low as possible is an established guiding principle of spatial planning. However, past planning decisions, the absence of hazard maps in the past, and changing frequencies and magnitudes of hazard events have created situations where considerable amounts of zoned building land, existing buildings and infrastructure are located in areas exposed to risk. Due to climate-driven expansion of many hazard zones, the volume of exposed building land and objects is bound to grow further. The options for spatial planning to intervene with adaptation and risk reduction measures in already existing zonings and building structures are limited, because it would affect valid rights of property owners and property values. Provisions for dealing in a preventive way with risk-exposed stocks of buildings and zoned, but yet undeveloped building land are still largely missing. There is a need for addressing this gap in spatial planning legislation and instruments, in particular as regards building laws, and for providing guidelines for how to mitigate risks to existing settlement areas.",1,"Prevention: non-structural","non-structural","policy design & planning","multi-hazard, multi-risk","national & subnational"
"47","sp_15","spatial planning","regulations for dealing with designated, but undeveloped building land and existing buildings in hazard zones and residual risk zones","Clear zoning regulations that allow re-zoning of building land in hazard zones and residual risk zones, e.g. By: i) re-dimensioning excessive building land reserves in the course of cyclical revisions of zoning plans; ii) stipulating time limits for realisation of designated building uses in planning laws or by means of contractual spatial planning (with automatic re-zoning if time limits are exceeded); iii) applying 'soft' forms of re-zoning, such as temporal building bans or downgrading of building land reserves to future development areas, in order to ensure that property-related technical protection measures are taken before designated uses are realized.",0,"Prevention: non-structural","non-structural","legislative & regulatory","multi-hazard, multi-risk","local & regional"
