id,measure,validated,id_cluster,id_sector,id_gap,id_ownership,id_risk,phase_id,id_phase_category
sp_31,"High degrees of sealed soils in urban areas cause a significant increase in risk of pluvial flooding (plus in heat stress) and reduce area potentials for natural drainage, infiltration and storage of rainwater. This calls for new regulations and measures to avoid new soil sealing and to promote de-sealing: i) provisions in building development plans for determining maximum sealing degrees, minimum shares of unsealed areas capable of rainwater infiltration, desealing potentials, sealing bans, or desealing commandments; ii) sealing fees or desealing rewards; iii) integrating incentives for desealing in subsidy schemes for housing, restoration and village renewal; iv) upper thresholds for sealed car parking spaces (residential homes, retail centres).",1,8,3,2,5,1,1,1
sp_31,"High degrees of sealed soils in urban areas cause a significant increase in risk of pluvial flooding (plus in heat stress) and reduce area potentials for natural drainage, infiltration and storage of rainwater. This calls for new regulations and measures to avoid new soil sealing and to promote de-sealing: i) provisions in building development plans for determining maximum sealing degrees, minimum shares of unsealed areas capable of rainwater infiltration, desealing potentials, sealing bans, or desealing commandments; ii) sealing fees or desealing rewards; iii) integrating incentives for desealing in subsidy schemes for housing, restoration and village renewal; iv) upper thresholds for sealed car parking spaces (residential homes, retail centres).",1,8,3,1,5,1,1,1
sp_34,"Need to develop and establish (financial) compensation models and mechanisms between municipalities for coping with asymmetric distribution of burdens and benefits of land provision for risk prevention in a solidary way (e. G. , Upstream-downstream problem in flood risk management), e. G. By means of inter-municipal fiscal transfer.",0,9,3,8,2,1,1,1
sp_34,"Need to develop and establish (financial) compensation models and mechanisms between municipalities for coping with asymmetric distribution of burdens and benefits of land provision for risk prevention in a solidary way (e. G. , Upstream-downstream problem in flood risk management), e. G. By means of inter-municipal fiscal transfer.",0,9,3,1,2,1,1,1
sp_34,"Need to develop and establish (financial) compensation models and mechanisms between municipalities for coping with asymmetric distribution of burdens and benefits of land provision for risk prevention in a solidary way (e. G. , Upstream-downstream problem in flood risk management), e. G. By means of inter-municipal fiscal transfer.",0,9,3,4,2,1,1,1
cp_31,"Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",1,28,2,5,2,1,3,4
cp_31,"Problems were caused by unregulated banks of watercourses and inappropriate storage of wood and hay along watercourses. For better watercourse conditions, the management of watercourses should be transferred from the national to the regional or local level, with financial support for these activities, including constant and up-to-date field control.",1,28,2,8,2,1,3,4
cp_103,Obligatory natural hazard insurance.,0,34,2,1,2,1,4,3
cp_103,Obligatory natural hazard insurance.,0,34,2,2,2,1,4,3
cp_103,Obligatory natural hazard insurance.,0,34,2,1,2,1,8,2
cp_103,Obligatory natural hazard insurance.,0,34,2,2,2,1,8,2
cp_105,Development of a european risk transfer mechanism.,0,34,2,1,1,1,4,3
cp_105,Development of a european risk transfer mechanism.,0,34,2,8,1,1,4,3
cp_105,Development of a european risk transfer mechanism.,0,34,2,1,1,1,8,2
cp_105,Development of a european risk transfer mechanism.,0,34,2,8,1,1,8,2
cp_107,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,34,2,1,2,1,4,3
cp_107,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,34,2,4,2,1,4,3
cp_107,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,34,2,1,2,1,8,2
cp_107,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,34,2,4,2,1,8,2
cp_129,"Reach trans-regional and transnational risk assessments, e. G. For river basins.",0,37,2,7,1,1,1,1
cp_129,"Reach trans-regional and transnational risk assessments, e. G. For river basins.",0,37,2,8,1,1,1,1
cp_129,"Reach trans-regional and transnational risk assessments, e. G. For river basins.",0,37,2,7,1,1,4,3
cp_129,"Reach trans-regional and transnational risk assessments, e. G. For river basins.",0,37,2,8,1,1,4,3
nh_2,"Missing or limited accuracy of predictions for small-scale events, including in particular for precipitation in mountainous terrain. Improving accuracy and reliability of event predictions, in particular for smaller torrents, rainfall intensity and location of thunderstorms, rainstorm cells, strong winds, and peak discharges. Warning maps need increased spatial resolution to provide more precise data (e. G. Flow rates of smaller torrents) and spatially explicit warnings with high positional accuracy for local response forces, e. G. To enhance road safety.",1,40,1,7,2,1,4,3
nh_17,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E. G. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i. E. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,41,1,1,2,1,4,3
nh_17,"Need for reforms of risk transfer mechanisms, particularly with regard to private properties. Missing mandatory building insurance is a key driver of economic vulnerability. E. G. In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available. Compulsory, uniform flood and natural hazard insurance models (as in switzerland) that are rooted in solidarity principles, i. E. Mandatory insurance of the respective owners against natural hazards, has potential to overcome constraints of private voluntary insurance systems and maladaptive, pervert incentives of public disaster relief funds models. Together with short-term liquidity options like kontokorrent loans, this could reduce financial vulnerability. Compulsory insurance also can have supportive effects in the context of increased personal precautions.",1,41,1,1,2,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,1,1,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,1,2,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,2,1,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,2,2,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,4,1,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,4,2,1,4,3
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,1,1,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,1,2,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,2,1,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,2,2,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,4,1,1,8,2
nh_19,"Insurance systems, in particular such based on the private insurance market, are increasingly under pressure due to rising flood risk. According to projections, several european regions could face an adaptation tipping point in the long run beyond which the uptake of flood insurance will be too low for a viable system. Limits to the viability of (market-based) insurance systems can result from constraints to premium ratings and from constraints on maximizing coverage: • due to climate change and the urbanization of floodplains, insurers are already experiencing or anticipating increasing risk and will be forced to raise their premium ratings. Higher premiums may cause increased unaffordability for low-income groups and an overall decreased demand, decreasing the financial viability of insurance programs. For some insurers, market conditions have already become unattractive because their climate risk exposure has risen and their consumers are unwilling or unable to pay higher premiums. • Related to unaffordibility is a partly too low insurance market penetration, i. E. A too small percentage of policy holders in the total population of exposed households. For example, the market penetration in europe varies across different insurance systems in europe from up to 100% in the mandatory system in france to very low penetration rates of 10-25% in the voluntary private insurance system in austria. A flood insurance scheme with a market penetration of <25% is regarded as economically unviable. Overcoming these constraints may require that governments step in by introducing forms of public insurance or ad hoc publicly funded compensation programmes.",0,41,1,4,2,1,8,2
nh_20,"Public-private insurance schemes with incentives for flood mitigation and the government acting as a re-insurer to cover extreme losses is a potentially viable option to anticipate future challenges. However, the state may also seek to protect itself from expanding flood risk liabilities.",0,41,1,1,2,1,8,2
nh_20,"Public-private insurance schemes with incentives for flood mitigation and the government acting as a re-insurer to cover extreme losses is a potentially viable option to anticipate future challenges. However, the state may also seek to protect itself from expanding flood risk liabilities.",0,41,1,8,2,1,8,2
nh_20,"Public-private insurance schemes with incentives for flood mitigation and the government acting as a re-insurer to cover extreme losses is a potentially viable option to anticipate future challenges. However, the state may also seek to protect itself from expanding flood risk liabilities.",0,41,1,1,2,1,1,1
nh_20,"Public-private insurance schemes with incentives for flood mitigation and the government acting as a re-insurer to cover extreme losses is a potentially viable option to anticipate future challenges. However, the state may also seek to protect itself from expanding flood risk liabilities.",0,41,1,8,2,1,1,1
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,1,2,1,3,4
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,2,2,1,3,4
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,3,2,1,3,4
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,1,2,1,1,1
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,2,2,1,1,1
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,3,2,1,1,1
nh_22,"Any kind of disaster insurance can inhibit behaviourial changes and individual, pro-active risk precaution measures of the insurance holders. In particular private household insurances, which (e. G. In austria) often cover damages only to a very limited extent, can create unrealistically high trust and false feelings of security, undermining the willingness of property owners to take individual adaptation measures and thus creating maladaptive outcomes. Through closer cooperation with the insurance industry, insurance premiums and deductibles can be better aligned with individual risk and protection levels in order to incentivize private protection measures (e. G. By offering premium discounts for risk reduction measures). Insurance-led climate resilience education programs can play a role in raising awareness for the limitations of insurance.",0,41,1,1,2,1,2,2
